path,kind,classification,action,target,rationale
docs/archive/TESTING_STRATEGY_GAPS_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_STRATEGY_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/TESTING_VERIFICATION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/TEST_FIXES_APPLIED.md,md,Archive,keep_archived,,already archived history
docs/archive/THE_COMPLETE_MANSION.md,md,Archive,keep_archived,,already archived history
docs/archive/TYPESCRIPT_FIXES_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/completed-checklists/DOCUMENT_EXECUTION_TRACKER.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/completed-checklists/MASTER_CHECKLIST_COMPLETION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/completed-checklists/PRODUCTION_100_PERCENT_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/01-HIGH/BACKUP_RESTORE_PROCEDURE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/01-HIGH/BACKUP_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/01-HIGH/CI_CD_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/02-MEDIUM/API_DOCUMENTATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/02-MEDIUM/API_EXACT_ENDPOINTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/02-MEDIUM/API_SPEC_COMPARISON.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/02-MEDIUM/NOTIFICATION_DEDUPE_STRATEGY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/02-MEDIUM/NOTIFICATION_MATURITY_UPGRADES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/02-MEDIUM/NOTIFICATION_SENDER_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/02-MEDIUM/NOTIFICATION_TEMPLATES_OUTLINE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/consolidated-sources/FOUNDER_BACKEND_REFERENCE_FULL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/database/ADDITIONAL_TABLES_NEEDED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/database/COMPLETE_NEON_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/database/MIGRATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/database/MIGRATION_WALKTHROUGH.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/database/N8N_IMPORT_INSTRUCTIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/database/NEON_DATABASE_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/database/NEON_FIX_INSTRUCTIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/database/STEP_1_APPLY_INDEXES_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/BACKUP_COMPLETE_GITHUB.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/DEPLOYMENT_PREPARATION_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/DEPLOY_TO_RAILWAY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/GITHUB_PUSH_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/GITHUB_SAVE_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/LAUNCH_READINESS_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/PATH_TO_LAUNCH.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/PUSH_FRONTEND_TO_GITHUB_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/RAILWAY_DEPLOYMENT_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/RAILWAY_DEPLOYMENT_FIX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/deployment/RAILWAY_SETUP_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/DATABASE_CONNECTION_TROUBLESHOOTING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/DEVELOPMENT_WORKFLOW_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/EXECUTION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/MIGRATION_BEST_PRACTICES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/MIGRATION_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/POSTMAN_API_KEY_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/QUICK_REFERENCE_COMMANDS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/SETUP_INSTRUCTIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/TESTING_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/development/WINDOWS_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/experiments/TEMPLATES_EXPLAINED_COMPLETE_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/experiments/TEMPLATES_QUICK_ANSWER.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/experiments/TEMPLATE_WORKFLOW_VISUAL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/frontend-backend-specs/FRONTEND_API_EXPECTATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/frontend-backend-specs/FRONTEND_STATUS_AND_BACKEND_EXPECTATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/frontend-backend-specs/TRUST_BACKEND_INTEGRATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/frontend-backend-specs/TRUST_FRONTEND_BACKEND_SPEC.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/gap-analyses/BUNDLE_MERGE_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/gap-analyses/BUNDLE_SWITCH_GAP_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/gap-analyses/COMPREHENSIVE_GAP_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/gap-analyses/PRODUCTION_READINESS_ROADMAP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/ADMIN_USER_COMPLETE_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/API.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/BEGINNER_GUIDE_DAY_1.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/CLEANER_USER_COMPLETE_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/CLIENT_USER_COMPLETE_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/CODEBASE_NAVIGATION_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/COMMANDS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/COMPLETE_PLATFORM_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/COMPLETE_UNDERSTANDING_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/CONNECTING_FRONTEND_BACKEND.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/CREATE_TEST_ACCOUNTS_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/DEBUG_SETUP_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/MAKING_CHANGES_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/MASTER_TESTING_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/PURETASK_ARCHITECTURE_EXPLAINED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/QUICK_6_HOUR_OVERVIEW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/QUICK_REFERENCE_CARD.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/QUICK_START_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/QUICK_START_TROUBLESHOOTING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/START_HERE_DAY_1.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/TEMPLATE_WORKFLOW_VISUAL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/guides/WHAT_YOU_ACTUALLY_NEED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/AI_ASSISTANT_SETUP_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/ALL_VERSIONS_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/API_DOCUMENTATION_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/AUTH_MIGRATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_ALL_MISSING_ITEMS_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_API_ENDPOINTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_BUILD_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_EXECUTION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_FRONTEND_COMPONENTS_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_IMPLEMENTATION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_IMPLEMENTATION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_MISSING_ITEMS_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_NEON_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_ORGANIZATION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_PLATFORM_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_ROLLOUT_PLAN_V1.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_ROLLOUT_PLAN_V2.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_ROLLOUT_PLAN_V3_V4_FULL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_TESTING_GUIDES_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_TODOS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_UNDERSTANDING_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPLETE_V1_SETUP_SCRIPT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/COMPREHENSIVE_FRONTEND_FIX_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/CURRENT_PROGRESS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/DAY_1_SCRIPT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/ENDPOINT_CONNECTION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_COMPLETION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_COMPREHENSIVE_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_EXECUTION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_FRONTEND_FIX_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_IMPLEMENTATION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_IMPROVEMENTS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_PLATFORM_CAPABILITIES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_PRE_LAUNCH_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_STATUS_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FINAL_WORKER_TEST_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FRONTEND_COMPLETE_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/FRONTEND_FIX_COMPLETE_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/GAPS_IMPLEMENTATION_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/IMPROVEMENTS_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/JOB_STATUS_MACHINE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/LIVE_STATUS_AND_GATES_ACCURATE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/MASTER_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/MOVE_1_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/ONBOARDING_FINAL_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/PRODUCTION_READINESS_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/PROGRESS_UPDATE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/PROJECT_COMPLETION_CERTIFICATE_FINAL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/PURETASK_FINAL_BLUEPRINT_OVERVIEW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/RAILWAY_BUILD_FIX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/RUNBOOK_EXECUTION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/SERVER_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/SOFT_LAUNCH_DAILY_TRACKER.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/TERMINAL_STATUS_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/TESTING_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/TESTING_IMPLEMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/TESTING_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/TEST_STATUS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/V3_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/WORKER_DRY_RUN_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/iterative_logs/WORKER_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/AI_ASSISTANT_INTEGRATION_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/ANTI_GAMING_SPEC.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/API_DOCUMENTATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/API_DOCUMENTATION_FINAL_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/API_DOCUMENTATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/ARCHITECTURE_AUTOMATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/AUTH_MIGRATION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/BACKEND_TIMEOUT_ISSUE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/BACKUP_RESTORE_PROCEDURE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/BACKUP_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/CLEANER_LEVELS_ACHIEVEMENTS_REFERENCE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/COST_MAP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/CRON_JOBS_AND_NOTIFICATIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/CURSOR_CONTEXT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/CURSOR_PRIMER.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/DATABASE_RECOVERY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/DOCUMENTATION_BENEFITS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/DOCUMENTATION_INDEX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/DOCUMENTATION_REVIEW_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/EVENT_CONTRACT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/EXTRACTION_ANALYSIS_AND_IMPROVEMENTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/FRONTEND_AUTH_FIX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/GAMIFICATION_BUILT_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/GAMIFICATION_ENGINEERING_TICKETS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/GAP_COMPLETION_ROADMAP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/GDPR_COMPLIANCE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/HARDENING_EXECUTION_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/IC_LANGUAGE_AUDIT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/MASTER_CHECKLIST_VERIFICATION_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/METRICS_CONTRACT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/MONITORING_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/N8N_AGENT_PACKAGE_VERIFICATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/N8N_FULL_REFERENCE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/N8N_PACK_VERIFICATION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/N8N_WORKFLOWS_AND_EVENTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/NOTIFICATION_DEDUPE_STRATEGY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/NOTIFICATION_MATURITY_UPGRADES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/NOTIFICATION_SENDER_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/NOTIFICATION_TEMPLATES_OUTLINE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/PERFORMANCE_TESTING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/PRODUCTION_PROBLEMS_AND_SOLUTIONS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/PRODUCTION_READINESS_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/PROJECT_AUDIT_QUESTIONS_ANSWERS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/PROJECT_REVIEW_FULL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/RATE_LIMITING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/ROUTE_PROTECTION_TABLE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SCHEMA_MIGRATIONS_REVIEW.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SECTION_7_NEEDS_ASSESSMENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SECTION_8_SECURITY_ASSESSMENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SECTION_9_MAINTAINABILITY_ASSESSMENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SECURITY_AUDIT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SECURITY_GUARDRAILS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SECURITY_INCIDENT_RESPONSE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SERVER_STARTUP_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SERVER_STARTUP_ISSUES_ANALYSIS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SERVER_STARTUP_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/SPEC_REQUIREMENTS_MATRIX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/misc/WORKER_HARDENING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/BACKUP_RESTORE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/PAYMENT_STATE_MACHINE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_01_SECRETS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_02_AUTH.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_03_GUARDRAILS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_04_STRIPE_WEBHOOKS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_05_DATABASE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_06_WORKERS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_07_API.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_08_SECURITY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_09_MAINTAINABILITY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_10_COST_SCALE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_11_ADMIN_OPS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_12_TRUST_IC_SAFE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_13_LEGAL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/sections/SECTION_14_LAUNCH.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/ALL_TASKS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/ALL_TODOS_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/COMPLETE_ORGANIZATION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/COMPLETION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/COMPREHENSIVE_6_HOUR_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/EXECUTION_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/FINAL_EXECUTION_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/FINAL_PRE_LAUNCH_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/FINAL_STATUS_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/MASTER_STATUS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/PRE_LAUNCH_COMPLETE_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/PRE_LAUNCH_OPTIMIZATION_PROGRESS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/PROJECT_COMPLETION_CERTIFICATE_FINAL.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/SESSION_COMPLETE_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/status-reports/TASK_COMPLETION_SUMMARY.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/BUTTONS_FIXED_DEMO_MODE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/CONNECTION_TEST_RESULTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/PERFORMANCE_OPTIMIZATION_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/QUICK_FIX_TEST_PAGE_STYLES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/SECURITY_AUDIT_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/SECURITY_AUDIT_QUICK_START.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/SECURITY_AUDIT_REPORT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/SETUP_COMPLETE_TEST_PAGE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/TAILWIND_FIX_APPLIED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/TEST_PAGE_IMPROVEMENTS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/UI_TESTING_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/testing/VERIFICATION_CHECKLIST.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/7_DAY_PROGRESSIVE_PLAN.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ACCOUNT_SETTINGS_UX.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_DASHBOARD_FRONTEND.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_DISPUTE_RESOLUTION.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_EARNINGS_ADJUSTMENT.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_JOB_OVERRIDE_TOOLS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_MONITORING_LOGGING.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_PORTAL_SETUP.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_REFUND_CONTROLS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_RISK_FRAUD_CONTROLS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_SYSTEM_COMPLETE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_USER_COMPLETE_GUIDE.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_USER_CREATED.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/ADMIN_WALLET_CONTROLS.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/AI_ASSISTANT_BEST_PRACTICES.md,md,Archive,keep_archived,,already archived history
docs/archive/raw/uncategorized/AI_ASSISTANT_LIVE_AND_WORKING.md,md,Archive,keep_archived,,already archived history
